skill_id,hero_id,slot,source_technique_id,name_en,name_vi,channel,kind,tags,explicitness,status,research_note
hvs-hanzo-core-skill-2,hanzo-core,SKILL_2,chakra-blade,Chakra Blade,Chakra Blade,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/chakra-blade; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hanzo-core-ultimate,hanzo-core,ULTIMATE,crescent-slash,Crescent Slash,Crescent Slash,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/crescent-slash; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hanzo-core-passive,hanzo-core,PASSIVE,passive-swordsman,Passive Swordsman,Passive Swordsman,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/passive-swordsman; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hashirama-hokage-basic,hashirama-hokage,BASIC,basic-chakra-palm,Basic Chakra Palm,Basic Chakra Palm,CHAKRA,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from wood/basic-chakra-palm; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hashirama-hokage-skill-1,hashirama-hokage,SKILL_1,wood-spikes,Wood Spikes,Wood Spikes,CHAKRA,ACTIVE,wood,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from wood/wood-spikes; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hashirama-hokage-skill-2,hashirama-hokage,SKILL_2,wood-dragon,Wood Dragon,Wood Dragon,CHAKRA,ACTIVE,wood,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from wood/wood-dragon; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hashirama-hokage-ultimate,hashirama-hokage,ULTIMATE,deep-forest-emergence,Deep Forest Emergence,Deep Forest Emergence,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from wood/deep-forest-emergence; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hashirama-hokage-passive,hashirama-hokage,PASSIVE,passive-sage,Passive Sage,Passive Sage,CHAKRA,PASSIVE,sage|passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from wood/passive-sage; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hayate-gekko-core-basic,hayate-gekko-core,BASIC,basic-sword,Basic Sword,Basic Sword,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/basic-sword; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hayate-gekko-core-skill-1,hayate-gekko-core,SKILL_1,body-flicker,Body Flicker,Body Flicker,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/body-flicker; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hayate-gekko-core-skill-2,hayate-gekko-core,SKILL_2,chakra-blade,Chakra Blade,Chakra Blade,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/chakra-blade; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hayate-gekko-core-ultimate,hayate-gekko-core,ULTIMATE,crescent-slash,Crescent Slash,Crescent Slash,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/crescent-slash; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hayate-gekko-core-passive,hayate-gekko-core,PASSIVE,passive-swordsman,Passive Swordsman,Passive Swordsman,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/passive-swordsman; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hiashi-hyuga-core-basic,hiashi-hyuga-core,BASIC,basic-chakra-palm,Basic Chakra Palm,Basic Chakra Palm,CHAKRA,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from hyuga/basic-chakra-palm; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hiashi-hyuga-core-skill-1,hiashi-hyuga-core,SKILL_1,gentle-fist,Gentle Fist,Gentle Fist,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from hyuga/gentle-fist; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hiashi-hyuga-core-skill-2,hiashi-hyuga-core,SKILL_2,rotation,Rotation,Rotation,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from hyuga/rotation; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hiashi-hyuga-core-ultimate,hiashi-hyuga-core,ULTIMATE,eight-trigrams-64,Eight Trigrams: Sixty-Four Palms,Eight Trigrams: Sixty-Four Palms,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from hyuga/eight-trigrams-64; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hiashi-hyuga-core-passive,hiashi-hyuga-core,PASSIVE,passive-byakugan,Passive Byakugan,Passive Byakugan,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from hyuga/passive-byakugan; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hidan-core-basic,hidan-core,BASIC,basic-sword,Basic Sword,Basic Sword,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from hidan/basic-sword; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hidan-core-skill-1,hidan-core,SKILL_1,triple-scythe,Triple Scythe,Triple Scythe,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from hidan/triple-scythe; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hidan-core-skill-2,hidan-core,SKILL_2,body-flicker,Body Flicker,Body Flicker,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from hidan/body-flicker; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hidan-core-ultimate,hidan-core,ULTIMATE,curse-ritual,Curse Ritual,Curse Ritual,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from hidan/curse-ritual; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hidan-core-passive,hidan-core,PASSIVE,passive-immortal,Passive Immortal,Passive Immortal,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from hidan/passive-immortal; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hinata-hyuga-core-basic,hinata-hyuga-core,BASIC,basic-chakra-palm,Basic Chakra Palm,Basic Chakra Palm,CHAKRA,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from hyuga/basic-chakra-palm; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hinata-hyuga-core-skill-1,hinata-hyuga-core,SKILL_1,gentle-fist,Gentle Fist,Gentle Fist,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from hyuga/gentle-fist; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hinata-hyuga-core-skill-2,hinata-hyuga-core,SKILL_2,rotation,Rotation,Rotation,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from hyuga/rotation; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hinata-hyuga-core-ultimate,hinata-hyuga-core,ULTIMATE,eight-trigrams-64,Eight Trigrams: Sixty-Four Palms,Eight Trigrams: Sixty-Four Palms,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from hyuga/eight-trigrams-64; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hinata-hyuga-core-passive,hinata-hyuga-core,PASSIVE,passive-byakugan,Passive Byakugan,Passive Byakugan,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from hyuga/passive-byakugan; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hiruko-core-basic,hiruko-core,BASIC,basic-kunai,Basic Kunai,Basic Kunai,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from genjutsu/basic-kunai; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hiruko-core-skill-1,hiruko-core,SKILL_1,genjutsu-eye,Genjutsu Eye,Genjutsu Eye,CHAKRA,ACTIVE,genjutsu,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from genjutsu/genjutsu-eye; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hiruko-core-skill-2,hiruko-core,SKILL_2,mind-destruction,Mind Destruction,Mind Destruction,CHAKRA,ACTIVE,mind,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from genjutsu/mind-destruction; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hiruko-core-ultimate,hiruko-core,ULTIMATE,illusion-prison,Illusion Prison,Illusion Prison,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from genjutsu/illusion-prison; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hiruko-core-passive,hiruko-core,PASSIVE,passive-strategist,Passive Strategist,Passive Strategist,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from genjutsu/passive-strategist; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hiruzen-prime-basic,hiruzen-prime,BASIC,basic-sword,Basic Sword,Basic Sword,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/basic-sword; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hiruzen-prime-skill-1,hiruzen-prime,SKILL_1,body-flicker,Body Flicker,Body Flicker,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/body-flicker; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hiruzen-prime-skill-2,hiruzen-prime,SKILL_2,chakra-blade,Chakra Blade,Chakra Blade,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/chakra-blade; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hiruzen-prime-ultimate,hiruzen-prime,ULTIMATE,crescent-slash,Crescent Slash,Crescent Slash,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/crescent-slash; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hiruzen-prime-passive,hiruzen-prime,PASSIVE,passive-swordsman,Passive Swordsman,Passive Swordsman,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/passive-swordsman; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hizashi-hyuga-core-basic,hizashi-hyuga-core,BASIC,basic-chakra-palm,Basic Chakra Palm,Basic Chakra Palm,CHAKRA,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from hyuga/basic-chakra-palm; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hizashi-hyuga-core-skill-1,hizashi-hyuga-core,SKILL_1,gentle-fist,Gentle Fist,Gentle Fist,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from hyuga/gentle-fist; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hizashi-hyuga-core-skill-2,hizashi-hyuga-core,SKILL_2,rotation,Rotation,Rotation,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from hyuga/rotation; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hizashi-hyuga-core-ultimate,hizashi-hyuga-core,ULTIMATE,eight-trigrams-64,Eight Trigrams: Sixty-Four Palms,Eight Trigrams: Sixty-Four Palms,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from hyuga/eight-trigrams-64; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hizashi-hyuga-core-passive,hizashi-hyuga-core,PASSIVE,passive-byakugan,Passive Byakugan,Passive Byakugan,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from hyuga/passive-byakugan; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-ibiki-morino-core-basic,ibiki-morino-core,BASIC,basic-kunai,Basic Kunai,Basic Kunai,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from genjutsu/basic-kunai; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-ibiki-morino-core-skill-1,ibiki-morino-core,SKILL_1,genjutsu-eye,Genjutsu Eye,Genjutsu Eye,CHAKRA,ACTIVE,genjutsu,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from genjutsu/genjutsu-eye; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-ibiki-morino-core-skill-2,ibiki-morino-core,SKILL_2,mind-destruction,Mind Destruction,Mind Destruction,CHAKRA,ACTIVE,mind,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from genjutsu/mind-destruction; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-ibiki-morino-core-ultimate,ibiki-morino-core,ULTIMATE,illusion-prison,Illusion Prison,Illusion Prison,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from genjutsu/illusion-prison; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-ibiki-morino-core-passive,ibiki-morino-core,PASSIVE,passive-strategist,Passive Strategist,Passive Strategist,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from genjutsu/passive-strategist; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-idate-morino-core-basic,idate-morino-core,BASIC,basic-sword,Basic Sword,Basic Sword,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/basic-sword; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-idate-morino-core-skill-1,idate-morino-core,SKILL_1,body-flicker,Body Flicker,Body Flicker,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/body-flicker; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-idate-morino-core-skill-2,idate-morino-core,SKILL_2,chakra-blade,Chakra Blade,Chakra Blade,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/chakra-blade; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-idate-morino-core-ultimate,idate-morino-core,ULTIMATE,crescent-slash,Crescent Slash,Crescent Slash,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/crescent-slash; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-idate-morino-core-passive,idate-morino-core,PASSIVE,passive-swordsman,Passive Swordsman,Passive Swordsman,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/passive-swordsman; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-indra-base-basic,indra-base,BASIC,basic-sword,Basic Sword,Basic Sword,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sasuke-ms/basic-sword; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-indra-base-skill-1,indra-base,SKILL_1,amaterasu,Amaterasu,Amaterasu,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sasuke-ms/amaterasu; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-indra-base-skill-2,indra-base,SKILL_2,flame-control,Flame Control,Flame Control,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sasuke-ms/flame-control; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-indra-base-ultimate,indra-base,ULTIMATE,susanoo-arrow,Susanoo Arrow,Susanoo Arrow,CHAKRA,ULTIMATE,susanoo|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sasuke-ms/susanoo-arrow; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-indra-base-passive,indra-base,PASSIVE,passive-sharingan,Passive Sharingan,Passive Sharingan,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sasuke-ms/passive-sharingan; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-ino-yamanaka-core-basic,ino-yamanaka-core,BASIC,basic-kunai,Basic Kunai,Basic Kunai,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from yamanaka/basic-kunai; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-ino-yamanaka-core-skill-1,ino-yamanaka-core,SKILL_1,mind-transfer,Mind Transfer,Mind Transfer,CHAKRA,ACTIVE,mind,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from yamanaka/mind-transfer; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-ino-yamanaka-core-skill-2,ino-yamanaka-core,SKILL_2,mind-destruction,Mind Destruction,Mind Destruction,CHAKRA,ACTIVE,mind,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from yamanaka/mind-destruction; M47 must tune version-specific mechanics and evidence before final canon parity.
